instruct_random_linebreaks_and_typo_and_missing_bracket_and_wrong_punctuation_and_extra_space,1201
instruct_random_linebreaks_and_typo_and_missing_random_characters,1151
instruct_rap_verse,1410
instruct_react_tool_calls,281
instruct_recursive_self_reference,1151
instruct_redundant_waffle,1232
instruct_regex_pattern,280
instruct_reversed_text,14
instruct_rhetorical_question,977
instruct_risks_and_benefits,295
instruct_role_expert_cot,355
instruct_role_expert_cot_with_examples,249
instruct_role_expert_cot_with_examples_and_explanations,217
instruct_role_expert_cot_with_examples_and_explanations_and_summary,202
instruct_role_expert_cot_with_examples_and_explanations_and_summary_and_risks,134
instruct_roleplay_knight,1425
instruct_roman_numeral,1057
instruct_rot13,15
instruct_rubric_scored,418
instruct_rude,1303
instruct_salesy,1343
instruct_sarcastic,1315
instruct_sardonic,1323
instruct_scientific_notation,1005
instruct_scots,644
instruct_second_person,1209
instruct_see_attached_diagram,466
instruct_self_consistency,148
instruct_self_deprecating,1363
instruct_sentence_fragment,644
instruct_several_html_tags,1444
instruct_shakespeare,1359
instruct_short_paragraph,1200
instruct_sic_marker,1264
instruct_silly,1354
instruct_single_sentence,1191
instruct_singlish,728
instruct_skeptical,1118
instruct_slang_heavy,1373
instruct_small_hex_blob,339
instruct_sms,1335
instruct_sms_abbrev,1316
instruct_socratic_dialogue,136
instruct_software_jargon,868
instruct_spanglish,392
instruct_spanish,6
instruct_spoiler_bars,1471
instruct_sports_jargon,1232
instruct_sql_snippet,119
instruct_statement,1015
instruct_step_rationale,689
instruct_study_setup,1213
instruct_suggestion,1193
instruct_summary_then_detail,627
instruct_surreal,974
instruct_table_layout,868
instruct_tag_question,1064
instruct_tech_support_ticket,1329
instruct_technical,1240
instruct_therapy_session,937
instruct_third_person,967
instruct_three_typos_punctuation,1456
instruct_timestamped_chat,1372
instruct_topicalization,1427
instruct_tweet,1325
instruct_two_sentence,1178
instruct_two_typos_punctuation,1461
instruct_typo_adjacent,1384
instruct_typo_extra_letter,1431
instruct_typo_extra_space,1449
instruct_typo_homophone,1260
instruct_typo_missing_letter,1408
instruct_typo_missing_space,1101
instruct_typo_missing_vowels,670
instruct_typo_random,1305
instruct_typo_repeated_letters,1404
instruct_typo_swap,1354
instruct_typo_swap_and_punctuation,1341
instruct_typo_swap_and_transpose_and_punctuation,1182
instruct_typo_transpose,1310
instruct_typo_wrong_letter,1347
instruct_urgent,1396
instruct_validator_pass,849
instruct_very_formal,1413
instruct_vulgar,1446
instruct_warm,1424
instruct_wh_question,1060
instruct_with_additional_context,1251
instruct_with_analogies,1137
instruct_with_case_studies,919
instruct_with_citations,719
instruct_with_counterarguments,683
instruct_with_detailed_instructions,585
instruct_with_emotional_appeal,1283
instruct_with_examples,1083
instruct_with_examples_and_explanations,690
instruct_with_helpful_explanations,944
instruct_with_metaphors,1175
instruct_with_personal_touch,1257
instruct_with_rebuttals,645
instruct_with_research_paper,918
instruct_with_similes,1189
instruct_with_statistics,946
instruct_with_step_by_step,665
instruct_with_stream_of_consciousness,1280
instruct_with_summary,801
instruct_with_technical_details,792
instruct_with_tldr_summary,1216
instruct_witty,1372
instruct_yaml_block,352
instruct_yes_no,508
instruction_original,1493
