,p_value,cohen_d
instruct_em_dash_break,1.0,-0.06603136437019533
instruct_email,2.625639461399324e-08,-0.23879165473163436
instruct_emergency_alert,2.2900645912119518e-15,-0.31735793151006375
instruct_emoji,0.008594536942035248,-0.15406518952822373
instruct_emoji_and_typo,1.1218498827770376e-06,-0.21692662234386087
instruct_emoji_and_typo_and_missing_bracket,2.2127817968775855e-09,-0.25217218755206555
instruct_emoji_and_typo_and_random_question_marks,2.74117804111321e-09,-0.2510388761820924
instruct_emoji_only,0.0,-2.1808583509658095
instruct_emoticon,0.8885744400066496,-0.10978639875455917
instruct_emoticon_and_typo,0.0010568248608156825,-0.17069423951073584
instruct_emoticon_and_typo_and_missing_bracket,7.3141511403764215e-09,-0.24577311813080366
instruct_emoticon_and_typo_and_random_exclamations,1.1046200910062987e-06,-0.21702093611446124
instruct_empty_input,3.565927079911779e-36,-0.48308990207030744
instruct_enthusiastic,3.4752358515540176e-24,-0.3953066739843681
instruct_error_message,1.889717109843782e-53,-0.5895126956059974
instruct_esperanto,1.0415262610448773e-132,-0.9555709116977754
instruct_euphemistic,3.0267739326539167e-44,-0.5351636479284361
instruct_evidence_cited_md,3.315937591153914e-57,-0.6101798438229048
instruct_exact_numbers,5.023259217987485e-12,-0.28282126596778506
instruct_exam_prompt,1.0,-0.09567281788397979
instruct_exclamation,2.1816442601794226e-21,-0.37217223888501516
instruct_expert_consensus,3.114652608249273e-18,-0.344424751628993
instruct_extra_punct,1.0,-0.09968225443829969
instruct_fact_check_inline,9.1962018924016e-32,-0.45249375376318696
instruct_fashion_jargon,1.2583141604733591e-27,-0.4223874594894516
instruct_few_words,8.9657416973708e-47,-0.5502543263215524
instruct_fewest_words,1.2490607827226631e-155,-1.0431715195463909
instruct_finance_jargon,1.464570649995063e-41,-0.5184409659734569
instruct_first_plural,3.323538971952846e-13,-0.2953159740587048
instruct_first_singular,7.125191576558539e-17,-0.33181144053243383
instruct_footnotes,2.683901047914955e-28,-0.4271845975916358
instruct_formal_academic,4.521817195220383e-33,-0.46173809130976035
instruct_formal_business,5.015729098135349e-21,-0.3690966925891218
instruct_formal_memo,6.024428912858355e-14,-0.30307531696951423
instruct_forum_quote,0.01977309598452826,-0.14701130303098373
instruct_french,1.2896885756591481e-70,-0.6814953908967225
instruct_friendly,3.5185304443644817e-12,-0.2843500694333183
instruct_future_tense,1.1346352240424107e-17,-0.3392682416689493
instruct_fuzzy_numbers,1.7110574759696783e-13,-0.2984933022136533
instruct_gamer_slang,2.2740789737513413e-44,-0.5359793672973726
instruct_gaming_jargon,1.1673969416885311e-29,-0.4375848056978291
instruct_garden_path,1.4432828287685817e-19,-0.35641729497829017
instruct_german,1.094602436517936e-68,-0.6716884642486315
instruct_greeting,2.3863311776938452e-18,-0.34547687400255195
instruct_haiku,3.627566364507524e-189,-1.1662165833141327
instruct_hashtags,1.0,-0.08011415881217382
instruct_helpful_markdown_structure,0.03207247756304664,-0.1427351423364278
instruct_helpful_meaning_reinforing_characters,9.192361315658054e-05,-0.18838016561323725
instruct_hinglish,1.5807673603353248e-39,-0.505424266170497
instruct_hopeful,1.0145391126646852e-15,-0.32076201748270866
instruct_html_comment,1.0,-0.10552427591421319
instruct_html_tags,0.12605756040147498,-0.13004323564583084
instruct_humorous,1.694190494598903e-52,-0.5838775221648865
instruct_hypothetical_if,0.0008854938552112606,-0.1720306107876231
instruct_impersonal_one_should,5.247912152322787e-17,-0.333063807345036
instruct_indirect_question,7.448239901128846e-26,-0.4085138912110811
instruct_indirect_relay,0.011470123902718007,-0.15167214850545307
instruct_informal,4.2258879483046857e-16,-0.3244406879243865
instruct_inline_ad,0.015430837216114806,-0.14921793876051034
instruct_inline_url,0.004256417505586887,-0.15991451568167073
instruct_insulting,6.397044816996866e-53,-0.5863282865853878
instruct_interrobang,1.0,-0.0850690097007827
instruct_inversion,2.287666245909965e-15,-0.3175359500388791
instruct_ironic,1.2769857429889619e-82,-0.7397637244364897
instruct_jargon,2.356280820633851e-74,-0.6995855670998925
instruct_joke,1.4156853407157488e-38,-0.49902678542697776
instruct_journalist_interview,9.801463115293778e-19,-0.34905976445882003
instruct_json_format,3.0845074420113805e-101,-0.8242406291424029
instruct_key_smash,0.07724048975964554,-0.1347916650101779
instruct_klingon,0.0,-2.1160642216402987
instruct_leet_speak,1.7991101055474303e-112,-0.8735677509716726
instruct_legal_jargon,2.4164880103522462e-18,-0.34561738072823517
instruct_legalease,7.664494700116569e-29,-0.43132213754386695
instruct_legalese,1.2188189889842427e-35,-0.47974163358379934
instruct_lighthearted,2.149336666956808e-12,-0.286683375421061
instruct_litotes,1.1119316377467566e-24,-0.3992891405492465
instruct_lyrical,1.088345058920182e-161,-1.0666017324506396
instruct_malapropism,7.584051500807545e-27,-0.4162441761102668
instruct_markdown_bold,1.0,-0.084071353343768
instruct_markdown_bold_and_italic,0.09134402609319675,-0.13312574365080843
instruct_markdown_doc,3.7401900515302996e-06,-0.2095170234176131
instruct_markdown_italic,0.46886077764439865,-0.11674959875664079
instruct_markdown_quote,1.0,-0.07428208308343474
instruct_marketing,8.484918252690278e-74,-0.6969703647154026
instruct_marketing_speak,4.3390308114880166e-60,-0.6264772282966946
instruct_medical_jargon,1.3246290394551663e-56,-0.6073228793928552
instruct_melancholy,6.339650761010949e-40,-0.5077786861790825
instruct_memo,1.1429345745984932e-15,-0.3203082831870298
instruct_meta_question,1.973526125993017e-14,-0.30801815994198983
instruct_might_be_wrong,0.001540221846375884,-0.1678469142718442
instruct_minimalist,7.625668901963208e-69,-0.6719936599685434
instruct_misplaced_commas,0.020835685706761295,-0.1466263782639069
instruct_missing_bracket,0.023325996634598414,-0.14563989611664102
instruct_missing_bracket_and_quote,1.0539869437721169e-06,-0.21744680226123253
instruct_missing_quote,0.002513600501311583,-0.16411005399220377
instruct_modal_may,1.6756539649187548e-06,-0.214472109575862
instruct_modal_must,8.713238744329496e-07,-0.21845934113457008
instruct_modal_should,1.453726666932593e-09,-0.2543877427078899
instruct_morse_code,0.0,-2.488084432744407
instruct_multi_paragraph,3.640869353315812e-26,-0.410922632425306
instruct_musical_notation,1.1482982360033858e-28,-0.42997629243508767
instruct_negated,2.188058580855636e-50,-0.5718452502766439
instruct_nested_parentheticals,7.017701886647744e-37,-0.48773993554862843
instruct_nested_question,5.918305928914264e-23,-0.38527396504495015
instruct_neutral,1.1717272069115968e-08,-0.24320437515483934
instruct_news_headline,4.8097396348600945e-114,-0.8797146504585671
instruct_no_caps,1.0,-0.09736961543020704
instruct_no_contractions,4.2947379242909793e-07,-0.22269553232207728
instruct_no_punct,5.1111464727762355e-05,-0.1925352457006157
instruct_no_spaces,2.9589753543725156e-12,-0.2853694108160482
instruct_nominalization,1.4735868118956075e-13,-0.29922473980563663
instruct_numbered_list,1.1943468557625784e-06,-0.21668650812826407
instruct_numbered_steps,1.933616722694185e-46,-0.5483528179059127
instruct_one_typo_punctuation,1.0,-0.09411715607628117
instruct_output_csv,5.845107268921897e-78,-0.7169557487187684
instruct_output_html,1.616077845567092e-53,-0.5895005306036736
instruct_output_json,4.408864299756172e-33,-0.46181176365329973
instruct_output_markdown,3.141406871386406e-05,-0.1956893538482436
instruct_output_python,8.1369247815261e-37,-0.4872876971719804
instruct_output_sql,9.091471269058409e-90,-0.7725609013019298
instruct_output_yaml,1.333363380151039e-46,-0.5491732975381212
instruct_oxford_comma,1.904929340717257e-05,-0.19914031748126287
instruct_paradox,8.862355279525765e-52,-0.5798156404981405
instruct_paradox_statement,1.0510044191147207e-48,-0.5618156061824366
instruct_parenthetical_aside,0.0012711975854596412,-0.16939573098374985
instruct_passive_voice,2.4543412642209465e-18,-0.3453694604625166
instruct_past_tense,2.6664482479676505e-14,-0.3066377175868809
instruct_physics_jargon,3.32829051760148e-69,-0.6741514286786552
instruct_plan_execute_reflect,5.581392874316286e-77,-0.7123196004445491
instruct_playful,5.75827775212131e-25,-0.40159154197364755
instruct_poetic,1.6347753784753138e-183,-1.1460867741521579
instruct_polite_request,3.3523024633883287e-16,-0.325405777213044
instruct_positive,1.3196448079302384e-11,-0.2780416925049541
instruct_profane,2.762923397650978e-45,-0.5413407871952581
instruct_pseudo_cleft,0.003388462200251432,-0.16174941170445734
instruct_pun,2.058678557178515e-23,-0.38906688636487696
instruct_pun_based,3.6322237925187246e-15,-0.31532534116167643
instruct_qa_script,1.2581100423275373e-05,-0.2017614167713807
instruct_random_caps,9.118972604353469e-39,-0.5005455157726633
instruct_random_linebreaks,0.0008654499833932583,-0.17231882392310366
instruct_random_linebreaks_and_typo_and_missing_bracket,2.5848633596707014e-07,-0.22569335541304056
instruct_random_linebreaks_and_typo_and_missing_bracket_and_many_exclamations,9.958836938259214e-07,-0.21765048493898267
instruct_random_linebreaks_and_typo_and_missing_bracket_and_wrong_punctuation,1.0194038024106736e-07,-0.23108950309338347
instruct_random_linebreaks_and_typo_and_missing_bracket_and_wrong_punctuation_and_extra_space,1.8683952259576183e-08,-0.2406416691925893
instruct_random_linebreaks_and_typo_and_missing_random_characters,6.109244427305242e-10,-0.2588968866160313
instruct_rap_verse,1.3443906758142714e-105,-0.8435403831128162
instruct_react_tool_calls,3.145352598602846e-45,-0.54084235065618
instruct_recursive_self_reference,2.3440208825089772e-43,-0.5293999093994852
instruct_redundant_waffle,1.688073174426721e-51,-0.5782957500406695
instruct_regex_pattern,1.104133198011165e-137,-0.9750933207540938
instruct_reversed_text,0.0,-2.4434656615175867
instruct_rhetorical_question,7.36338150537748e-33,-0.460278115597115
instruct_risks_and_benefits,1.6186416819298113e-69,-0.675823371522441
instruct_role_expert_cot,1.9773393406686282e-39,-0.5047413810902978
instruct_role_expert_cot_with_examples,1.3793811650064786e-82,-0.7409395549138627
instruct_role_expert_cot_with_examples_and_explanations,6.756585092565831e-93,-0.7887776666861174
instruct_role_expert_cot_with_examples_and_explanations_and_summary,1.0304218559161644e-114,-0.884865519370029
instruct_role_expert_cot_with_examples_and_explanations_and_summary_and_risks,1.020860851127411e-154,-1.0467751841660913
instruct_roleplay_knight,2.6806435964743618e-30,-0.4421247657698637
instruct_roman_numeral,3.6785952601245233e-103,-0.8333049548386281
instruct_rot13,0.0,-2.607396883188414
instruct_rubric_scored,3.426834813033236e-39,-0.5029212267930246
instruct_rude,1.0436371301904133e-43,-0.5317281956176898
instruct_salesy,4.448498958350052e-68,-0.668127874616825
instruct_sarcastic,5.675433953495046e-88,-0.7649837201436405
instruct_sardonic,6.747343261117461e-61,-0.6304619813710954
instruct_scientific_notation,1.1286699379258121e-109,-0.8611565501460139
instruct_scots,1.1201290983189578e-28,-0.4302946881279204
instruct_second_person,3.865912389704255e-12,-0.2839046075071525
instruct_see_attached_diagram,7.940864084359608e-31,-0.44586542896364784
instruct_self_consistency,6.3735324128927834e-74,-0.6974838739736552
instruct_self_deprecating,5.660612250171153e-21,-0.368675236116148
instruct_sentence_fragment,1.202743359583849e-100,-0.8217766443547232
instruct_several_html_tags,2.3802994566192102e-05,-0.19753843521739853
instruct_shakespeare,1.1905238283632061e-62,-0.639749783763039
instruct_short_paragraph,3.3533795237753376e-14,-0.30562551246927583
instruct_sic_marker,9.85868730274514e-07,-0.21775108333306442
instruct_silly,6.765267025062182e-29,-0.43174517281731273
instruct_single_sentence,7.214598066604946e-42,-0.5200677803976598
instruct_singlish,1.9353187225265024e-11,-0.27632293856417667
instruct_skeptical,3.678258978859539e-74,-0.6988619854960804
instruct_slang_heavy,4.462233123743315e-55,-0.5987937294884492
instruct_small_hex_blob,4.557735274664372e-270,-1.439098675503263
instruct_sms,6.336551643589207e-27,-0.41694602857120355
instruct_sms_abbrev,9.005395337659661e-60,-0.6247175946856794
instruct_socratic_dialogue,1.0487683873523918e-114,-0.8813025609799858
instruct_software_jargon,1.714657619469502e-82,-0.739468767038855
instruct_spanglish,7.262651867648399e-17,-0.33191873913921605
instruct_spanish,2.27519333659532e-34,-0.4710700922380033
instruct_spoiler_bars,1.0,-0.06902680167230901
instruct_sports_jargon,8.7806049164324e-33,-0.46003654444712094
instruct_sql_snippet,8.102967835566129e-190,-1.1684791165155741
instruct_statement,2.406848957462268e-12,-0.28614137887925956
instruct_step_rationale,2.996065553370236e-24,-0.39585524651208503
instruct_study_setup,0.0005725284193342543,-0.17531694132852657
instruct_suggestion,7.081620274915451e-18,-0.3411566764608854
instruct_summary_then_detail,1.1315220811512287e-38,-0.499538106225057
instruct_surreal,1.6131109689834952e-82,-0.7393665150072793
instruct_table_layout,1.9034868225158286e-39,-0.5049691261050446
instruct_tag_question,1.6817256889209027e-28,-0.42872908391197145
instruct_tech_support_ticket,9.47028180640306e-08,-0.2315549615661776
instruct_technical,3.205100559899096e-36,-0.483366362497661
instruct_therapy_session,4.0519976278337666e-18,-0.343468302572711
instruct_third_person,3.5492681879256103e-12,-0.2843091713435901
instruct_three_typos_punctuation,0.15605538070719885,-0.1280457946386679
instruct_timestamped_chat,1.1910399115930162e-17,-0.3391461332828422
instruct_topicalization,2.0629554254759535e-05,-0.19861863565067173
instruct_tweet,3.502549376480264e-08,-0.23718746773291222
instruct_two_sentence,1.241561644439187e-32,-0.4586675342546015
instruct_two_typos_punctuation,1.0,-0.09509314742023887
instruct_typo_adjacent,4.406266498301815e-14,-0.3046263810770303
instruct_typo_extra_letter,7.115582052383409e-11,-0.2699654764684935
instruct_typo_extra_space,6.133474323875986e-05,-0.19128936025926047
instruct_typo_homophone,5.72573629675665e-20,-0.3601948461367798
instruct_typo_missing_letter,2.884746957371541e-13,-0.29616757357471235
instruct_typo_missing_space,4.880889698735097e-07,-0.22208203001235907
instruct_typo_missing_vowels,3.698749980161091e-133,-0.9575128318015281
instruct_typo_random,6.139886955654048e-21,-0.3686024211993846
instruct_typo_repeated_letters,3.021923008681186e-13,-0.2959567445342525
instruct_typo_swap,1.7463656576151797e-16,-0.32835010180081775
instruct_typo_swap_and_punctuation,7.320430776769719e-14,-0.30236351435584014
instruct_typo_swap_and_transpose_and_punctuation,1.0526661760078678e-25,-0.40764060652180534
instruct_typo_transpose,3.798588716124602e-15,-0.3153449933830546
instruct_typo_wrong_letter,9.986589915324146e-15,-0.31116325252744953
instruct_urgent,1.1622045257645753e-10,-0.26734303649727026
instruct_validator_pass,2.3011937194198395e-16,-0.32698189731878324
instruct_very_formal,1.7138856621925692e-19,-0.35594940111092555
instruct_vulgar,7.365042031459618e-44,-0.5328594912477138
instruct_warm,4.342576064553915e-15,-0.31454674164422197
instruct_wh_question,9.194558722597827e-16,-0.32117104509801514
instruct_with_additional_context,0.07121453769530647,-0.1354660795393473
instruct_with_analogies,3.1403083962780995e-08,-0.2377534818941711
instruct_with_case_studies,3.0669766327109354e-10,-0.2624338671579507
instruct_with_citations,5.124818302487894e-35,-0.4751819864665701
instruct_with_counterarguments,5.956612314596594e-20,-0.3597899975107086
instruct_with_detailed_instructions,1.2447815431048665e-21,-0.37424193716819243
instruct_with_emotional_appeal,8.466426982367455e-14,-0.3015015424347076
instruct_with_examples,1.7175199960693165e-06,-0.2143201088842393
instruct_with_examples_and_explanations,3.4347052637643594e-12,-0.2844732971308328
instruct_with_helpful_explanations,0.006431507843087689,-0.15645991571713622
instruct_with_metaphors,4.5749898600391266e-10,-0.26038407990213913
instruct_with_personal_touch,0.0005195655793652744,-0.176003173714649
instruct_with_rebuttals,2.196817291511413e-21,-0.37214653030603084
instruct_with_research_paper,2.0607330764722392e-66,-0.6594498571908501
instruct_with_similes,4.779000648016303e-06,-0.20793570505336473
instruct_with_statistics,1.0118944324300305e-17,-0.33972602812190983
instruct_with_step_by_step,4.844217796062895e-19,-0.3517269699461592
instruct_with_stream_of_consciousness,2.3624473564092673e-26,-0.41239870012542984
instruct_with_summary,3.4262920385067275e-14,-0.3055311850370308
instruct_with_technical_details,2.09755431026705e-17,-0.3367927471158901
instruct_with_tldr_summary,3.2901981836613856e-13,-0.295362690341649
instruct_witty,7.341623958162675e-36,-0.48099329524348294
instruct_yaml_block,1.4095744494314258e-129,-0.9424834030993632
instruct_yes_no,3.098514257231028e-33,-0.4629050501989031
